# Setup from log.interADMFoam
# Benchmark: true
# Qin_: 178.467
# Vgas_: 300
# Vliq_: 3400
# Vfrac_: 0.0882353
# qGas_: 1.92901e-08
# alphaW: 0.11889
# alphaI: 1e-20
# alphaInterface: 0.75

Time,Sh2,Sch4,Sco2,Gh2,RGh2,Gch4,RGch4,Gco2,RGco2
13.168,1.2998e-07,0.0519551,9.01979,1.09913e-05,-1.80507e-10,1.65241,6.39849e-06,13.3705,-0.000647656
13.268,1.29982e-07,0.0519552,9.01984,1.0991e-05,-1.80489e-10,1.6524,6.39923e-06,13.3697,-0.000646159
13.368,1.29984e-07,0.0519553,9.0199,1.09907e-05,-1.8047e-10,1.65239,6.39999e-06,13.3688,-0.000644663
13.468,1.29986e-07,0.0519555,9.01996,1.09904e-05,-1.80451e-10,1.65238,6.40093e-06,13.368,-0.000643153
13.568,1.29989e-07,0.0519556,9.02002,1.09901e-05,-1.80432e-10,1.65238,6.40187e-06,13.3671,-0.000641642
13.668,1.29991e-07,0.0519558,9.02008,1.09898e-05,-1.80414e-10,1.65237,6.40266e-06,13.3663,-0.000640132
13.768,1.29994e-07,0.0519559,9.02015,1.09895e-05,-1.80395e-10,1.65236,6.40352e-06,13.3654,-0.000638618
13.868,1.29996e-07,0.0519561,9.02022,1.09892e-05,-1.80376e-10,1.65235,6.40443e-06,13.3646,-0.000637101
13.968,1.29998e-07,0.0519561,9.02028,1.09889e-05,-1.80358e-10,1.65235,6.40507e-06,13.3637,-0.000635614
14.068,1.3e-07,0.0519561,9.02033,1.09886e-05,-1.8034e-10,1.65234,6.40563e-06,13.3629,-0.000634141
14.168,1.30002e-07,0.0519563,9.02039,1.09883e-05,-1.80321e-10,1.65233,6.40661e-06,13.3621,-0.000632649
14.268,1.30004e-07,0.0519564,9.02044,1.0988e-05,-1.80304e-10,1.65232,6.40723e-06,13.3612,-0.000631192
14.368,1.30007e-07,0.0519566,9.02052,1.09876e-05,-1.80285e-10,1.65232,6.40819e-06,13.3604,-0.000629666
14.468,1.30008e-07,0.0519567,9.02058,1.09873e-05,-1.80268e-10,1.65231,6.40898e-06,13.3595,-0.000628171
14.568,1.3001e-07,0.0519568,9.02065,1.0987e-05,-1.8025e-10,1.6523,6.40984e-06,13.3587,-0.000626688
14.668,1.30012e-07,0.0519569,9.0207,1.09867e-05,-1.80234e-10,1.65229,6.41044e-06,13.3579,-0.000625235
14.768,1.30014e-07,0.0519571,9.02077,1.09864e-05,-1.80216e-10,1.65229,6.41142e-06,13.3571,-0.00062374
14.868,1.30015e-07,0.0519572,9.02083,1.09861e-05,-1.80198e-10,1.65228,6.41222e-06,13.3562,-0.000622265
14.968,1.30017e-07,0.0519574,9.0209,1.09858e-05,-1.80181e-10,1.65227,6.41317e-06,13.3554,-0.000620782
15.068,1.30019e-07,0.0519574,9.02095,1.09855e-05,-1.80164e-10,1.65226,6.41378e-06,13.3546,-0.000619339
15.168,1.30021e-07,0.0519575,9.021,1.09852e-05,-1.80147e-10,1.65226,6.41456e-06,13.3538,-0.000617893
15.268,1.30022e-07,0.0519577,9.02107,1.09849e-05,-1.80129e-10,1.65225,6.41538e-06,13.353,-0.000616432
15.368,1.30024e-07,0.0519576,9.02111,1.09846e-05,-1.80113e-10,1.65224,6.41585e-06,13.3521,-0.000615021
15.468,1.30026e-07,0.0519579,9.02119,1.09843e-05,-1.80094e-10,1.65223,6.41702e-06,13.3513,-0.000613527
15.568,1.30028e-07,0.051958,9.02124,1.0984e-05,-1.80077e-10,1.65223,6.41779e-06,13.3505,-0.00061209
15.668,1.3003e-07,0.0519581,9.0213,1.09837e-05,-1.8006e-10,1.65222,6.41854e-06,13.3497,-0.000610651
15.768,1.30031e-07,0.0519582,9.02135,1.09834e-05,-1.80043e-10,1.65221,6.41925e-06,13.3489,-0.000609226
15.868,1.30033e-07,0.0519584,9.02142,1.09831e-05,-1.80025e-10,1.6522,6.42027e-06,13.3481,-0.000607761
15.968,1.30035e-07,0.0519585,9.02148,1.09828e-05,-1.80008e-10,1.6522,6.42095e-06,13.3473,-0.000606334
16.068,1.30037e-07,0.0519587,9.02155,1.09825e-05,-1.79989e-10,1.65219,6.42196e-06,13.3465,-0.000604866
16.168,1.30039e-07,0.0519589,9.02161,1.09822e-05,-1.79971e-10,1.65218,6.42281e-06,13.3457,-0.000603432
16.268,1.30042e-07,0.051959,9.02167,1.09819e-05,-1.79953e-10,1.65217,6.42355e-06,13.3449,-0.000602005
16.368,1.30044e-07,0.051959,9.02172,1.09816e-05,-1.79935e-10,1.65217,6.42417e-06,13.3441,-0.000600599
16.468,1.30046e-07,0.0519592,9.02178,1.09813e-05,-1.79915e-10,1.65216,6.42514e-06,13.3433,-0.000599169
16.568,1.30049e-07,0.0519593,9.02184,1.0981e-05,-1.79897e-10,1.65215,6.42579e-06,13.3425,-0.000597762
16.668,1.30051e-07,0.0519594,9.02189,1.09807e-05,-1.79878e-10,1.65214,6.4266e-06,13.3417,-0.000596353
16.768,1.30053e-07,0.0519595,9.02194,1.09804e-05,-1.7986e-10,1.65214,6.42728e-06,13.3409,-0.000594963
16.868,1.30055e-07,0.0519597,9.022,1.09801e-05,-1.79842e-10,1.65213,6.42817e-06,13.3401,-0.000593551
16.968,1.30057e-07,0.0519598,9.02206,1.09798e-05,-1.79825e-10,1.65212,6.4289e-06,13.3393,-0.000592144
